"Zona","Año","Mes","Media","Min","Max","n","Dia","Date"
"Z3",1983,12,16.48,13.8,20.4,5,28,1983-12-28
"Z3",1984,1,16.18,13.5,20.5,5,28,1984-01-28
"Z3",1984,2,16.76,13.9,21.3,5,28,1984-02-28
"Z3",1984,3,17.44,14.5,22,5,28,1984-03-28
"Z3",1984,4,17.34,14.5,22,5,28,1984-04-28
"Z3",1984,5,16.96,14.3,21,5,28,1984-05-28
"Z3",1984,6,16.88,14,21.2,5,28,1984-06-28
"Z3",1984,7,16.58,13.7,21.1,5,28,1984-07-28
"Z3",1984,8,16.86,13.7,21.3,5,28,1984-08-28
"Z3",1984,9,16.34,13.6,20.6,5,28,1984-09-28
"Z3",1984,10,16.52,14.1,20.3,5,28,1984-10-28
"Z3",1984,11,16.18,13.8,20.5,5,28,1984-11-28
"Z3",1984,12,16.76,14.5,20.9,5,28,1984-12-28
"Z3",1985,1,16.42,13.5,20.7,5,28,1985-01-28
"Z3",1985,2,17.22,14.2,22.1,5,28,1985-02-28
"Z3",1985,3,17.34,14.6,21.9,5,28,1985-03-28
"Z3",1985,4,17.08,14.5,21.4,5,28,1985-04-28
"Z3",1985,5,17.22,14.5,21.4,5,28,1985-05-28
"Z3",1985,6,17.34,14,22.2,5,28,1985-06-28
"Z3",1985,7,16.86,13.7,21.7,5,28,1985-07-28
"Z3",1985,8,16.62,13.6,21.1,5,28,1985-08-28
"Z3",1985,9,16.76,13.9,20.8,5,28,1985-09-28
"Z3",1985,10,16.6,14.1,20.6,5,28,1985-10-28
"Z3",1985,11,16.4,13.9,20.4,5,28,1985-11-28
"Z3",1985,12,16.68,14.1,21.1,5,28,1985-12-28
"Z3",1986,1,16.84,14.1,21.4,5,28,1986-01-28
"Z3",1986,2,16.22,13.8,20.6,5,28,1986-02-28
"Z3",1986,3,16.94,13.9,21.7,5,28,1986-03-28
"Z3",1986,4,17.3,14.7,21.6,5,28,1986-04-28
"Z3",1986,5,17.38,14.8,21.8,5,28,1986-05-28
"Z3",1986,6,17.14,14.1,21.9,5,28,1986-06-28
"Z3",1986,7,17.24,13.4,22.4,5,28,1986-07-28
"Z3",1986,8,17.6,14.1,22.5,5,28,1986-08-28
"Z3",1986,9,17.4,14.4,22.2,5,28,1986-09-28
"Z3",1986,10,16.58,14.2,20.5,5,28,1986-10-28
"Z3",1986,11,17.08,14.6,21.6,5,28,1986-11-28
"Z3",1986,12,17.36,14.8,21.9,5,28,1986-12-28
"Z3",1987,1,17.48,14.9,22,5,28,1987-01-28
"Z3",1987,2,18.26,15.3,23.4,5,28,1987-02-28
"Z3",1987,3,18.08,15.2,23,5,28,1987-03-28
"Z3",1987,4,18.3,15.4,22.8,5,28,1987-04-28
"Z3",1987,5,17.94,15,22,5,28,1987-05-28
"Z3",1987,6,18.22,14.7,23.1,5,28,1987-06-28
"Z3",1987,7,18.08,15,22.7,5,28,1987-07-28
"Z3",1987,8,17.98,14.7,23,5,28,1987-08-28
"Z3",1987,9,17.74,14.6,22.1,5,28,1987-09-28
"Z3",1987,10,17.26,14.5,21.3,5,28,1987-10-28
"Z3",1987,11,17.64,14.8,22.1,5,28,1987-11-28
"Z3",1987,12,17.72,14.8,22.1,5,28,1987-12-28
"Z3",1988,1,17.86,15.1,22.2,5,28,1988-01-28
"Z3",1988,2,17.9,15.4,22.1,5,28,1988-02-28
"Z3",1988,3,18.18,15,23.4,5,28,1988-03-28
"Z3",1988,4,17.84,15,22.1,5,28,1988-04-28
"Z3",1988,5,18.14,14.8,22.5,5,28,1988-05-28
"Z3",1988,6,17.14,13.9,21.3,5,28,1988-06-28
"Z3",1988,7,17.2,13.8,22.2,5,28,1988-07-28
"Z3",1988,8,16.68,13.8,20.5,5,28,1988-08-28
"Z3",1988,9,16.94,13.7,21.1,5,28,1988-09-28
"Z3",1988,10,16.88,14.1,20.4,5,28,1988-10-28
"Z3",1988,11,16.64,14.2,20.6,5,28,1988-11-28
"Z3",1988,12,16.44,13.9,20.2,5,28,1988-12-28
"Z3",1989,1,16.8,14.2,20.8,5,28,1989-01-28
"Z3",1989,2,16.58,13.8,20.9,5,28,1989-02-28
"Z3",1989,3,16.46,13.9,20.8,5,28,1989-03-28
"Z3",1989,4,17.78,15.3,21.9,5,28,1989-04-28
"Z3",1989,5,17.2,13.4,21.7,5,28,1989-05-28
"Z3",1989,6,17.32,14.2,21.7,5,28,1989-06-28
"Z3",1989,7,17.24,13.8,22.1,5,28,1989-07-28
"Z3",1989,8,17.38,14.4,22.1,5,28,1989-08-28
"Z3",1989,9,17.18,14.3,21.4,5,28,1989-09-28
"Z3",1989,10,17.02,14.2,20.6,5,28,1989-10-28
"Z3",1989,11,17.38,14.5,21.5,5,28,1989-11-28
"Z3",1989,12,17.04,14.4,21.4,5,28,1989-12-28
"Z3",1990,1,17.36,14.6,21.4,5,28,1990-01-28
"Z3",1990,2,17.24,14.7,21.8,5,28,1990-02-28
"Z3",1990,3,17.76,14.6,22.7,5,28,1990-03-28
"Z3",1990,4,17.76,14.5,22.1,5,28,1990-04-28
"Z3",1990,5,18.04,14.6,22.7,5,28,1990-05-28
"Z3",1990,6,18.16,14.5,22.9,5,28,1990-06-28
"Z3",1990,7,17.52,14,22.1,5,28,1990-07-28
"Z3",1990,8,17.92,13.9,23.1,5,28,1990-08-28
"Z3",1990,9,17.78,14.5,22.6,5,28,1990-09-28
"Z3",1990,10,16.9,13.9,20.9,5,28,1990-10-28
"Z3",1990,11,17.44,14.5,21.6,5,28,1990-11-28
"Z3",1990,12,17.14,14.4,21.5,5,28,1990-12-28
"Z3",1991,1,17.62,14.8,22.5,5,28,1991-01-28
"Z3",1991,2,17.9,15.1,23,5,28,1991-02-28
"Z3",1991,3,17.48,14.7,22.2,5,28,1991-03-28
"Z3",1991,4,17.54,14.1,22.2,5,28,1991-04-28
"Z3",1991,5,17.88,15,22.3,5,28,1991-05-28
"Z3",1991,6,18.04,14.9,22.9,5,28,1991-06-28
"Z3",1991,7,17.8,14.5,23.1,5,28,1991-07-28
"Z3",1991,8,17.6,13.8,23.3,5,28,1991-08-28
"Z3",1991,9,17.58,14.4,22.7,5,28,1991-09-28
"Z3",1991,10,16.96,14.1,21.4,5,28,1991-10-28
"Z3",1991,11,16.86,14.3,21.3,5,28,1991-11-28
"Z3",1991,12,17.06,15,21.2,5,28,1991-12-28
"Z3",1992,1,17.46,14.7,22.1,5,28,1992-01-28
"Z3",1992,2,17.72,15.3,22.7,5,28,1992-02-28
"Z3",1992,3,18.64,15.8,23.8,5,28,1992-03-28
"Z3",1992,4,18.48,15.4,23.4,5,28,1992-04-28
"Z3",1992,5,17.96,15.2,22.3,5,28,1992-05-28
"Z3",1992,6,18.04,14.6,23.5,5,28,1992-06-28
"Z3",1992,7,17.32,13.8,23,5,28,1992-07-28
"Z3",1992,8,17.56,14.1,23.2,5,28,1992-08-28
"Z3",1992,9,17.14,14,22.1,5,28,1992-09-28
"Z3",1992,10,17.22,14.2,22.2,5,28,1992-10-28
"Z3",1992,11,16.82,13.9,21.2,5,28,1992-11-28
"Z3",1992,12,17.14,14.5,21.7,5,28,1992-12-28
"Z3",1993,1,16.96,14.3,21.4,5,28,1993-01-28
"Z3",1993,2,17.38,14.8,22.6,5,28,1993-02-28
"Z3",1993,3,17.38,14.3,22.6,5,28,1993-03-28
"Z3",1993,4,17.32,14.6,21.8,5,28,1993-04-28
"Z3",1993,5,17.46,14.7,21.9,5,28,1993-05-28
"Z3",1993,6,18.02,14.4,23.2,5,28,1993-06-28
"Z3",1993,7,17.7,14.1,22.7,5,28,1993-07-28
"Z3",1993,8,17.72,14.3,22.4,5,28,1993-08-28
"Z3",1993,9,17.32,14.2,21.8,5,28,1993-09-28
"Z3",1993,10,17.48,14.3,21.6,5,28,1993-10-28
"Z3",1993,11,16.96,14.1,20.8,5,28,1993-11-28
"Z3",1993,12,17.54,14.7,21.8,5,28,1993-12-28
"Z3",1994,1,17.06,14.3,21.6,5,28,1994-01-28
"Z3",1994,2,17.26,14.5,21.8,5,28,1994-02-28
"Z3",1994,3,17.16,14.4,21.6,5,28,1994-03-28
"Z3",1994,4,17.32,14.2,21.7,5,28,1994-04-28
"Z3",1994,5,17.68,14.6,22,5,28,1994-05-28
"Z3",1994,6,17.74,14,22.6,5,28,1994-06-28
"Z3",1994,7,17.42,13.7,22.7,5,28,1994-07-28
"Z3",1994,8,17.52,13.9,22.7,5,28,1994-08-28
"Z3",1994,9,17.76,14.3,23.4,5,28,1994-09-28
"Z3",1994,10,16.82,14.1,21.3,5,28,1994-10-28
"Z3",1994,11,16.98,14.1,21.3,5,28,1994-11-28
"Z3",1994,12,17.32,14.5,21.7,5,28,1994-12-28
"Z3",1995,1,17.6,14.5,22.4,5,28,1995-01-28
"Z3",1995,2,17.82,14.7,22.8,5,28,1995-02-28
"Z3",1995,3,17.56,14.4,22.4,5,28,1995-03-28
"Z3",1995,4,18,14.9,22.4,5,28,1995-04-28
"Z3",1995,5,17.74,14.6,22.3,5,28,1995-05-28
"Z3",1995,6,17.64,14.7,22.3,5,28,1995-06-28
"Z3",1995,7,17.18,14,22,5,28,1995-07-28
"Z3",1995,8,17.1,13.8,22.3,5,28,1995-08-28
"Z3",1995,9,17.38,14.2,21.6,5,28,1995-09-28
"Z3",1995,10,16.7,13.7,20.7,5,28,1995-10-28
"Z3",1995,11,17.02,14,21.3,5,28,1995-11-28
"Z3",1995,12,16.8,13.8,21.3,5,28,1995-12-28
"Z3",1996,1,16.78,14.1,21.1,5,28,1996-01-28
"Z3",1996,2,16.96,14.1,21.3,5,28,1996-02-28
"Z3",1996,3,16.8,13.8,21.5,5,28,1996-03-28
"Z3",1996,4,17.26,14.4,22.1,5,28,1996-04-28
"Z3",1996,5,17.1,14.3,21.4,5,28,1996-05-28
"Z3",1996,6,17.14,14.2,21.9,5,28,1996-06-28
"Z3",1996,7,17.02,13.5,22.4,5,28,1996-07-28
"Z3",1996,8,17.12,13.5,22.4,5,28,1996-08-28
"Z3",1996,9,17.4,13.9,22.9,5,28,1996-09-28
"Z3",1996,10,16.72,13.6,21.3,5,28,1996-10-28
"Z3",1996,11,16.84,14,21.6,5,28,1996-11-28
"Z3",1996,12,16.98,14.2,21.8,5,28,1996-12-28
"Z3",1997,1,16.62,14,21.3,5,28,1997-01-28
"Z3",1997,2,17.42,14.7,21.8,5,28,1997-02-28
"Z3",1997,3,17.58,14.9,22.3,5,28,1997-03-28
"Z3",1997,4,17.44,14.7,21.9,5,28,1997-04-28
"Z3",1997,5,18.14,15,23,5,28,1997-05-28
"Z3",1997,6,17.58,14.7,22.1,5,28,1997-06-28
"Z3",1997,7,18.1,14.2,24,5,28,1997-07-28
"Z3",1997,8,18.4,14.3,24.3,5,28,1997-08-28
"Z3",1997,9,18.08,14.7,23,5,28,1997-09-28
"Z3",1997,10,18.04,14.9,22.9,5,28,1997-10-28
"Z3",1997,11,17.42,14.6,21.4,5,28,1997-11-28
"Z3",1997,12,17.98,15,22.4,5,28,1997-12-28
"Z3",1998,1,18.58,15.7,23.7,5,28,1998-01-28
"Z3",1998,2,18.78,16,24.1,5,28,1998-02-28
"Z3",1998,3,18.8,16,24.1,5,28,1998-03-28
"Z3",1998,4,18.62,16,23,5,28,1998-04-28
"Z3",1998,5,18.42,15.3,23.5,5,28,1998-05-28
"Z3",1998,6,18.24,14.7,23.4,5,28,1998-06-28
"Z3",1998,7,17.86,14.4,23.3,5,28,1998-07-28
"Z3",1998,8,17.6,14.5,22.1,5,28,1998-08-28
"Z3",1998,9,17.38,14.7,21.1,5,28,1998-09-28
"Z3",1998,10,17.26,14.6,21.2,5,28,1998-10-28
"Z3",1998,11,17.06,14.4,20.8,5,28,1998-11-28
"Z3",1998,12,16.8,14,21.1,5,28,1998-12-28
"Z3",1999,1,16.88,14.2,21.3,5,28,1999-01-28
"Z3",1999,2,16.8,13.9,21.7,5,28,1999-02-28
"Z3",1999,3,17.18,14.3,21.4,5,28,1999-03-28
"Z3",1999,4,17.3,14.2,21.5,5,28,1999-04-28
"Z3",1999,5,17.44,14.4,21.9,5,28,1999-05-28
"Z3",1999,6,17.14,14.3,21.4,5,28,1999-06-28
"Z3",1999,7,17.3,14.3,22.1,5,28,1999-07-28
"Z3",1999,8,17.02,13.7,21.8,5,28,1999-08-28
"Z3",1999,9,16.58,13.5,20.9,5,28,1999-09-28
"Z3",1999,10,16.9,13.9,21.4,5,28,1999-10-28
"Z3",1999,11,16.98,14.2,21.5,5,28,1999-11-28
"Z3",1999,12,16.82,14.1,21,5,28,1999-12-28
"Z3",2000,1,16.46,13.5,20.8,5,28,2000-01-28
"Z3",2000,2,16.78,14.2,21.3,5,28,2000-02-28
"Z3",2000,3,16.96,14,21.6,5,28,2000-03-28
"Z3",2000,4,17.34,14.2,21.9,5,28,2000-04-28
"Z3",2000,5,17.36,14.1,21.8,5,28,2000-05-28
"Z3",2000,6,17.46,14.5,21.4,5,28,2000-06-28
"Z3",2000,7,17.32,13.9,22,5,28,2000-07-28
"Z3",2000,8,17.56,14,22.3,5,28,2000-08-28
"Z3",2000,9,16.98,14.4,20.6,5,28,2000-09-28
"Z3",2000,10,17.3,14.2,21.5,5,28,2000-10-28
"Z3",2000,11,17.14,14.6,21.3,5,28,2000-11-28
"Z3",2000,12,17.16,14.5,21.3,5,28,2000-12-28
"Z3",2001,1,16.88,14,21.1,5,28,2001-01-28
"Z3",2001,2,17.46,14.4,22.3,5,28,2001-02-28
"Z3",2001,3,17.36,14.4,21.9,5,28,2001-03-28
"Z3",2001,4,17.98,14.9,22.8,5,28,2001-04-28
"Z3",2001,5,17.74,14.9,22.1,5,28,2001-05-28
"Z3",2001,6,17.62,14.2,22.3,5,28,2001-06-28
"Z3",2001,7,17.32,13.5,22.3,5,28,2001-07-28
"Z3",2001,8,18.12,14.3,23.8,5,28,2001-08-28
"Z3",2001,9,17.38,14,22.1,5,28,2001-09-28
"Z3",2001,10,17.6,14.7,21.9,5,28,2001-10-28
"Z3",2001,11,17.42,14.7,21.5,5,28,2001-11-28
"Z3",2001,12,17.58,15,21.6,5,28,2001-12-28
"Z3",2002,1,17.66,14.7,22.1,5,28,2002-01-28
"Z3",2002,2,17.86,14.8,22.5,5,28,2002-02-28
"Z3",2002,3,17.82,14.7,22.6,5,28,2002-03-28
"Z3",2002,4,17.26,14.4,21.5,5,28,2002-04-28
"Z3",2002,5,18,14.9,22.7,5,28,2002-05-28
"Z3",2002,6,17.7,14.5,22.5,5,28,2002-06-28
"Z3",2002,7,18.06,14.6,23.1,5,28,2002-07-28
"Z3",2002,8,18.14,14.3,23.5,5,28,2002-08-28
"Z3",2002,9,17.98,14.5,23,5,28,2002-09-28
"Z3",2002,10,17.6,14.7,21.9,5,28,2002-10-28
"Z3",2002,11,17.42,14.3,21.7,5,28,2002-11-28
"Z3",2002,12,17.68,15.1,22.1,5,28,2002-12-28
"Z3",2003,1,17.86,14.8,22.8,5,28,2003-01-28
"Z3",2003,2,18,15.2,22.6,5,28,2003-02-28
"Z3",2003,3,17.46,13.9,22.4,5,28,2003-03-28
"Z3",2003,4,17.66,14.5,22.2,5,28,2003-04-28
"Z3",2003,5,18.14,15,22.8,5,28,2003-05-28
"Z3",2003,6,17.42,14.4,21.8,5,28,2003-06-28
"Z3",2003,7,17.72,14.3,23.2,5,28,2003-07-28
"Z3",2003,8,17.88,14.4,23.1,5,28,2003-08-28
"Z3",2003,9,17.6,14.3,22.2,5,28,2003-09-28
"Z3",2003,10,17.22,14.5,21.2,5,28,2003-10-28
"Z3",2003,11,17.3,14.5,21.5,5,28,2003-11-28
"Z3",2003,12,17.34,14.5,21.5,5,28,2003-12-28
"Z3",2004,1,17.32,14.7,21.9,5,28,2004-01-28
"Z3",2004,2,17.96,15.1,22.9,5,28,2004-02-28
"Z3",2004,3,18.3,15.6,23,5,28,2004-03-28
"Z3",2004,4,17.5,14.5,22.1,5,28,2004-04-28
"Z3",2004,5,17.8,14.9,22.3,5,28,2004-05-28
"Z3",2004,6,17.92,14.3,23.4,5,28,2004-06-28
"Z3",2004,7,17.2,13.9,21.9,5,28,2004-07-28
"Z3",2004,8,17.9,14.1,23.5,5,28,2004-08-28
"Z3",2004,9,17.12,14.3,21.3,5,28,2004-09-28
"Z3",2004,10,17.24,14.4,21.4,5,28,2004-10-28
"Z3",2004,11,17.24,14.6,21.5,5,28,2004-11-28
"Z3",2004,12,17.24,14.7,21.6,5,28,2004-12-28
"Z3",2005,1,17.26,14.6,22,5,28,2005-01-28
"Z3",2005,2,17.72,15.3,22.8,5,28,2005-02-28
"Z3",2005,3,18.2,15.5,23.3,5,28,2005-03-28
"Z3",2005,4,18.24,15.1,23.1,5,28,2005-04-28
"Z3",2005,5,17.86,14.6,22.4,5,28,2005-05-28
"Z3",2005,6,17.8,14.4,22.5,5,28,2005-06-28
"Z3",2005,7,17.58,13.6,22.9,5,28,2005-07-28
"Z3",2005,8,17.36,13.3,22.6,5,28,2005-08-28
"Z3",2005,9,17.64,13.6,22.7,5,28,2005-09-28
"Z3",2005,10,16.98,14,21,5,28,2005-10-28
"Z3",2005,11,17.2,14.7,21.6,5,28,2005-11-28
"Z3",2005,12,16.9,14.4,21.3,5,28,2005-12-28
"Z3",2006,1,17.04,13.7,21.9,5,28,2006-01-28
"Z3",2006,2,17.52,14.8,22.5,5,28,2006-02-28
"Z3",2006,3,17.22,14,22.1,5,28,2006-03-28
"Z3",2006,4,17.28,14.3,21.8,5,28,2006-04-28
"Z3",2006,5,17.52,14.5,21.9,5,28,2006-05-28
"Z3",2006,6,17.3,14.1,22,5,28,2006-06-28
"Z3",2006,7,17.74,14,23.3,5,28,2006-07-28
"Z3",2006,8,17.74,14.2,23.1,5,28,2006-08-28
"Z3",2006,9,17.68,14.1,22.7,5,28,2006-09-28
"Z3",2006,10,17.34,13.9,22,5,28,2006-10-28
"Z3",2006,11,16.98,14.2,21,5,28,2006-11-28
"Z3",2006,12,17.22,14.2,21.6,5,28,2006-12-28
"Z3",2007,1,17.74,14.3,22.7,5,28,2007-01-28
"Z3",2007,2,17.52,13.6,23.1,5,28,2007-02-28
"Z3",2007,3,17.56,14.5,22.2,5,28,2007-03-28
"Z3",2007,4,17.62,14.9,21.5,5,28,2007-04-28
"Z3",2007,5,17.74,15.3,21.7,5,28,2007-05-28
"Z3",2007,6,17.56,14.4,23,5,28,2007-06-28
"Z3",2007,7,17.64,14.4,22.8,5,28,2007-07-28
"Z3",2007,8,17.22,13.9,22.1,5,28,2007-08-28
"Z3",2007,9,17.58,14.5,22.2,5,28,2007-09-28
"Z3",2007,10,16.9,14.4,20.8,5,28,2007-10-28
"Z3",2007,11,17.18,14.4,21.6,5,28,2007-11-28
"Z3",2007,12,16.52,14,21.1,5,28,2007-12-28
"Z3",2008,1,16.64,14,21.5,5,28,2008-01-28
"Z3",2008,2,16.8,14,21.7,5,28,2008-02-28
"Z3",2008,3,16.68,14,21.2,5,28,2008-03-28
"Z3",2008,4,17.18,14.3,21.8,5,28,2008-04-28
"Z3",2008,5,17.12,14.3,21.5,5,28,2008-05-28
"Z3",2008,6,17.44,14.8,21.9,5,28,2008-06-28
"Z3",2008,7,17.1,14.1,21.9,5,28,2008-07-28
"Z3",2008,8,17,14.3,21.4,5,28,2008-08-28
"Z3",2008,9,17.3,14.4,21.9,5,28,2008-09-28
"Z3",2008,10,16.96,14.1,21.4,5,28,2008-10-28
"Z3",2008,11,16.86,14.4,21,5,28,2008-11-28
"Z3",2008,12,16.86,14.2,21.5,5,28,2008-12-28
"Z3",2009,1,17,14.6,21.4,5,28,2009-01-28
"Z3",2009,2,17.12,14.6,21.5,5,28,2009-02-28
"Z3",2009,3,17.1,14.6,21.5,5,28,2009-03-28
"Z3",2009,4,17.68,15.1,22.3,5,28,2009-04-28
"Z3",2009,5,17.68,14.7,22.4,5,28,2009-05-28
"Z3",2009,6,17.6,14.7,22.2,5,28,2009-06-28
"Z3",2009,7,17.96,14.6,23.3,5,28,2009-07-28
"Z3",2009,8,18.18,15.1,23.5,5,28,2009-08-28
"Z3",2009,9,18.48,14.8,23.8,5,28,2009-09-28
"Z3",2009,10,17.64,14.9,22.1,5,28,2009-10-28
"Z3",2009,11,17.56,14.8,22.1,5,28,2009-11-28
"Z3",2009,12,17.76,14.8,22.6,5,28,2009-12-28
"Z3",2010,1,18.12,14.8,23.7,5,28,2010-01-28
"Z3",2010,2,18.92,15.9,24.1,5,28,2010-02-28
"Z3",2010,3,18.92,15.7,24.4,5,28,2010-03-28
"Z3",2010,4,18.3,15.6,23,5,28,2010-04-28
"Z3",2010,5,18.34,15.3,23,5,28,2010-05-28
"Z3",2010,6,17.64,14.8,22.1,5,28,2010-06-28
"Z3",2010,7,17.12,14.2,21.4,5,28,2010-07-28
"Z3",2010,8,17.36,14.5,22.1,5,28,2010-08-28
"Z3",2010,9,16.8,14.2,20.8,5,28,2010-09-28
"Z3",2010,10,17.02,14.2,21.6,5,28,2010-10-28
"Z3",2010,11,16.7,14,21,5,28,2010-11-28
"Z3",2010,12,16.46,13.9,20.8,5,28,2010-12-28
"Z3",2011,1,16.98,14.2,21.8,5,28,2011-01-28
"Z3",2011,2,16.84,14.1,21.5,5,28,2011-02-28
"Z3",2011,3,16.72,13.9,21.5,5,28,2011-03-28
"Z3",2011,4,16.94,14.3,21.2,5,28,2011-04-28
"Z3",2011,5,17.56,14.9,22,5,28,2011-05-28
"Z3",2011,6,17.8,15,22.6,5,28,2011-06-28
"Z3",2011,7,17.48,14.1,22.5,5,28,2011-07-28
"Z3",2011,8,17.68,14.5,22.6,5,28,2011-08-28
"Z3",2011,9,17.5,14.3,22.4,5,28,2011-09-28
"Z3",2011,10,16.54,13.8,21,5,28,2011-10-28
"Z3",2011,11,16.7,14.1,20.9,5,28,2011-11-28
"Z3",2011,12,17.06,14.4,21.5,5,28,2011-12-28
"Z3",2012,1,17,14.4,21.5,5,28,2012-01-28
"Z3",2012,2,17.26,14.1,22.6,5,28,2012-02-28
"Z3",2012,3,17.34,14.5,22.1,5,28,2012-03-28
"Z3",2012,4,16.98,14.3,21.4,5,28,2012-04-28
"Z3",2012,5,17.64,14.7,22.2,5,28,2012-05-28
"Z3",2012,6,17.82,14.5,23.1,5,28,2012-06-28
"Z3",2012,7,17.8,14.3,23.4,5,28,2012-07-28
"Z3",2012,8,17.6,14.5,22.6,5,28,2012-08-28
"Z3",2012,9,17.84,14.1,23.4,5,28,2012-09-28
"Z3",2012,10,17.22,14.3,21.8,5,28,2012-10-28
"Z3",2012,11,17.44,14.6,22,5,28,2012-11-28
"Z3",2012,12,17.2,14.1,22.2,5,28,2012-12-28
"Z3",2013,1,17.98,14.8,23.4,5,28,2013-01-28
"Z3",2013,2,17.56,14.6,22.6,5,28,2013-02-28
"Z3",2013,3,18.2,15.3,23.2,5,28,2013-03-28
"Z3",2013,4,18.28,14.9,23.3,5,28,2013-04-28
"Z3",2013,5,17.58,14.7,21.8,5,28,2013-05-28
"Z3",2013,6,18.32,14.8,23.4,5,28,2013-06-28
"Z3",2013,7,17.94,14.4,23.8,5,28,2013-07-28
"Z3",2013,8,17.8,14.5,22.6,5,28,2013-08-28
"Z3",2013,9,17.92,14.7,22.5,5,28,2013-09-28
"Z3",2013,10,17.6,14.4,22.1,5,28,2013-10-28
"Z3",2013,11,17.14,14.3,21.7,5,28,2013-11-28
"Z3",2013,12,17.3,14.5,21.7,5,28,2013-12-28
"Z3",2014,1,17.7,14.8,22.2,5,28,2014-01-28
"Z3",2014,2,18.06,14.9,22.6,5,28,2014-02-28
"Z3",2014,3,18.02,14.9,22.9,5,28,2014-03-28
"Z3",2014,4,18.56,15,23.4,5,28,2014-04-28
"Z3",2014,5,18.02,15,22.4,5,28,2014-05-28
"Z3",2014,6,18.4,14.9,23.5,5,28,2014-06-28
"Z3",2014,7,18.7,14.5,24.4,5,28,2014-07-28
"Z3",2014,8,18.14,14.4,23.7,5,28,2014-08-28
"Z3",2014,9,18.14,14.6,23.1,5,28,2014-09-28
"Z3",2014,10,17.4,14.6,21.7,5,28,2014-10-28
"Z3",2014,11,17.38,14.4,22,5,28,2014-11-28
"Z3",2014,12,17.62,14.8,22.5,5,28,2014-12-28
"Z3",2015,1,17.78,14.4,23,5,28,2015-01-28
"Z3",2015,2,17.8,14.8,22.8,5,28,2015-02-28
"Z3",2015,3,18.18,15.2,23.1,5,28,2015-03-28
"Z3",2015,4,18.22,15.1,22.7,5,28,2015-04-28
"Z3",2015,5,18.82,15.6,23.7,5,28,2015-05-28
"Z3",2015,6,18.68,14.8,24.2,5,28,2015-06-28
"Z3",2015,7,18.6,14.6,24.1,5,28,2015-07-28
"Z3",2015,8,18.72,14.9,24,5,28,2015-08-28
"Z3",2015,9,18.96,14.8,24.4,5,28,2015-09-28
"Z3",2015,10,18.32,15.3,23.1,5,28,2015-10-28
"Z3",2015,11,17.94,15.2,22.5,5,28,2015-11-28
"Z3",2015,12,18.72,14.7,24.2,5,28,2015-12-28
"Z3",2016,1,18.56,15.4,23.7,5,28,2016-01-28
"Z3",2016,2,19.24,16,24.8,5,28,2016-02-28
"Z3",2016,3,19.56,16.4,25.1,5,28,2016-03-28
"Z3",2016,4,18.6,15.8,23.4,5,28,2016-04-28
"Z3",2016,5,18.62,15.5,23.5,5,28,2016-05-28
"Z3",2016,6,18.3,14.9,24,5,28,2016-06-28
"Z3",2016,7,17.94,14.5,23.2,5,28,2016-07-28
"Z3",2016,8,18.42,15,23.6,5,28,2016-08-28
"Z3",2016,9,18.06,14.9,22.9,5,28,2016-09-28
"Z3",2016,10,17.74,14.8,22.3,5,28,2016-10-28
"Z3",2016,11,17.28,14.4,21.8,5,28,2016-11-28
"Z3",2016,12,17.3,14.5,21.5,5,28,2016-12-28
"Z3",2017,1,17.16,14.2,22.1,5,28,2017-01-28
"Z3",2017,2,17.94,14.7,23.6,5,28,2017-02-28
"Z3",2017,3,17.3,14.4,21.5,5,28,2017-03-28
"Z3",2017,4,18.14,15.1,22.7,5,28,2017-04-28
"Z3",2017,5,17.9,14.7,22.3,5,28,2017-05-28
"Z3",2017,6,17.92,14.9,22.8,5,28,2017-06-28
"Z3",2017,7,18.18,15.1,23.8,5,28,2017-07-28
"Z3",2017,8,18.38,15.4,23.8,5,28,2017-08-28
"Z3",2017,9,18.18,14.8,22.9,5,28,2017-09-28
"Z3",2017,10,17.7,15,22.1,5,28,2017-10-28
"Z3",2017,11,17.54,14.3,22,5,28,2017-11-28
"Z3",2017,12,17.075,14.2,22.3,5,28,2017-12-28
"Z3",2018,1,16.6,13.2,21.7,5,28,2018-01-28
"Z3",2018,2,17.32,14.5,22.3,5,28,2018-02-28
"Z3",2018,3,17.92,14.7,23.3,5,28,2018-03-28
"Z3",2018,4,17.46,14.7,22.2,5,28,2018-04-28
"Z3",2018,5,17.66,14.9,21.9,5,28,2018-05-28
"Z3",2018,6,17.78,14.7,23.2,5,28,2018-06-28
"Z3",2018,7,18.14,14.7,23.5,5,28,2018-07-28
"Z3",2018,8,17.98,14.8,23.3,5,28,2018-08-28
"Z3",2018,9,17.82,14.5,22.7,5,28,2018-09-28
"Z3",2018,10,17.38,14.1,22.2,5,28,2018-10-28
"Z3",2018,11,17.72,14.8,22.2,5,28,2018-11-28
"Z3",2018,12,17.46,14.4,21.9,5,28,2018-12-28
"Z3",2019,1,17.76,14.5,22.7,5,28,2019-01-28
"Z3",2019,2,18.36,15.4,23.6,5,28,2019-02-28
"Z3",2019,3,18.16,15.3,22.8,5,28,2019-03-28
"Z3",2019,4,18.08,15.3,22.8,5,28,2019-04-28
"Z3",2019,5,18,15.1,22.8,5,28,2019-05-28
"Z3",2019,6,18.46,14.8,23.8,5,28,2019-06-28
"Z3",2019,7,17.94,14.7,22.8,5,28,2019-07-28
